id_avaliacao;data_avaliacao;mes_referencia;id_cliente;nota_nps;canal;dispositivo;categoria_compra;valor_pedido;uf;primeiro_pedido;arquivo_origem
202606-00473;2026-06-13;2026-06;C20726;10;site;iOS;Beleza;47.87;PE;Nao;nps_ecommerce_2026-06.csv
202606-00477;2026-06-13;2026-06;C19117;8;app;iOS;Moda;302.77;SP;Nao;nps_ecommerce_2026-06.csv
202606-00506;2026-06-13;2026-06;C33429;7;app;Android;Moda;472.2;PR;Sim;nps_ecommerce_2026-06.csv
202606-00607;2026-06-13;2026-06;C26113;8;app;Android;Beleza;241.1;SP;Sim;nps_ecommerce_2026-06.csv
202606-00660;2026-06-13;2026-06;C18920;9;app;Android;Esporte;74.53;SP;Sim;nps_ecommerce_2026-06.csv
202606-00690;2026-06-13;2026-06;C36658;6;app;Android;Beleza;47.2;RJ;Nao;nps_ecommerce_2026-06.csv
202606-00696;2026-06-13;2026-06;C38341;7;marketplace;iOS;Mercado;49.8;MG;Sim;nps_ecommerce_2026-06.csv
202606-00730;2026-06-13;2026-06;C16245;7;marketplace;iOS;Mercado;126.77;CE;Nao;nps_ecommerce_2026-06.csv
202606-00750;2026-06-13;2026-06;C24920;6;app;Android;Beleza;25.3;PR;Sim;nps_ecommerce_2026-06.csv
202606-00761;2026-06-13;2026-06;C31747;4;app;iOS;Casa E Decoração;37.42;PR;Nao;nps_ecommerce_2026-06.csv
202606-00783;2026-06-13;2026-06;C20376;7;marketplace;Android;Casa E Decoração;146.03;MG;Nao;nps_ecommerce_2026-06.csv
202606-00009;2026-06-14;2026-06;C11041;8;app;Android;Livros;54.38;SP;Nao;nps_ecommerce_2026-06.csv
202606-00090;2026-06-14;2026-06;C29543;9;app;iOS;Moda;378.84;PE;Sim;nps_ecommerce_2026-06.csv
202606-00135;2026-06-14;2026-06;C16940;7;app;iOS;Livros;176.68;PE;Nao;nps_ecommerce_2026-06.csv
202606-00167;2026-06-14;2026-06;C21609;10;app;Android;Esporte;25.34;BA;Sim;nps_ecommerce_2026-06.csv
202606-00168;2026-06-14;2026-06;C23470;6;app;Desktop;Moda;53.65;PR;Sim;nps_ecommerce_2026-06.csv
202606-00268;2026-06-14;2026-06;C37176;6;site;Android;Esporte;84.01;BA;Nao;nps_ecommerce_2026-06.csv
202606-00294;2026-06-14;2026-06;C30337;8;site;iOS;Mercado;242.82;SP;Nao;nps_ecommerce_2026-06.csv
202606-00300;2026-06-14;2026-06;C10812;10;app;Android;Esporte;119.85;PR;Nao;nps_ecommerce_2026-06.csv
202606-00334;2026-06-14;2026-06;C29864;3;site;Android;Beleza;90.61;PE;Nao;nps_ecommerce_2026-06.csv
202606-00346;2026-06-14;2026-06;C12292;5;site;Android;Beleza;178.73;RS;Nao;nps_ecommerce_2026-06.csv
202606-00366;2026-06-14;2026-06;C35747;7;app;Desktop;Beleza;295.5;PE;Sim;nps_ecommerce_2026-06.csv
202606-00414;2026-06-14;2026-06;C37216;8;site;Android;Livros;70.27;RS;Sim;nps_ecommerce_2026-06.csv
202606-00436;2026-06-14;2026-06;C23356;6;app;Desktop;Moda;50.16;PE;Sim;nps_ecommerce_2026-06.csv
202606-00451;2026-06-14;2026-06;C27636;4;app;Desktop;Eletrônicos;373.5;PE;Sim;nps_ecommerce_2026-06.csv
202606-00457;2026-06-14;2026-06;C25913;7;site;Android;Esporte;179.75;MG;Sim;nps_ecommerce_2026-06.csv
202606-00479;2026-06-14;2026-06;C18266;8;site;iOS;Livros;103.99;MG;Sim;nps_ecommerce_2026-06.csv
202606-00518;2026-06-14;2026-06;C31676;8;app;Android;Casa E Decoração;80.82;PE;Sim;nps_ecommerce_2026-06.csv
202606-00571;2026-06-14;2026-06;C34442;5;app;Android;Livros;123.16;SP;Sim;nps_ecommerce_2026-06.csv
202606-00623;2026-06-14;2026-06;C20006;3;site;Android;Eletrônicos;122.37;DF;Sim;nps_ecommerce_2026-06.csv
202606-00634;2026-06-14;2026-06;C24762;10;site;iOS;Casa E Decoração;56.5;BA;Sim;nps_ecommerce_2026-06.csv
202606-00647;2026-06-14;2026-06;C13760;10;app;Android;Moda;244.98;CE;Sim;nps_ecommerce_2026-06.csv
202606-00665;2026-06-14;2026-06;C34069;5;app;iOS;Moda;32.04;SP;Sim;nps_ecommerce_2026-06.csv
202606-00680;2026-06-14;2026-06;C30800;7;site;Android;Beleza;214.82;DF;Nao;nps_ecommerce_2026-06.csv
202606-00717;2026-06-14;2026-06;C13054;9;app;Android;Esporte;433.48;PE;Sim;nps_ecommerce_2026-06.csv
202606-00726;2026-06-14;2026-06;C37352;6;marketplace;Android;Beleza;52.69;BA;Sim;nps_ecommerce_2026-06.csv
202606-00737;2026-06-14;2026-06;C21137;7;site;Desktop;Casa E Decoração;537.6;MG;Nao;nps_ecommerce_2026-06.csv
202606-00773;2026-06-14;2026-06;C38538;8;site;Android;Casa E Decoração;287.51;RS;Sim;nps_ecommerce_2026-06.csv
202606-00032;2026-06-15;2026-06;C27571;7;app;iOS;Esporte;210.53;PE;Sim;nps_ecommerce_2026-06.csv
202606-00075;2026-06-15;2026-06;C14681;8;app;Android;Livros;289.03;RJ;Nao;nps_ecommerce_2026-06.csv
202606-00093;2026-06-15;2026-06;C27338;8;app;Android;Mercado;80.65;BA;Nao;nps_ecommerce_2026-06.csv
202606-00142;2026-06-15;2026-06;C39478;6;app;Android;Livros;64.99;CE;Nao;nps_ecommerce_2026-06.csv
202606-00169;2026-06-15;2026-06;C38306;7;marketplace;Desktop;Casa E Decoração;136.13;DF;Nao;nps_ecommerce_2026-06.csv
202606-00181;2026-06-15;2026-06;C18185;6;marketplace;Desktop;Beleza;160.09;PR;Sim;nps_ecommerce_2026-06.csv
202606-00183;2026-06-15;2026-06;C36477;8;app;Android;Moda;79.32;RS;Nao;nps_ecommerce_2026-06.csv
202606-00274;2026-06-15;2026-06;C28077;5;site;iOS;Esporte;66.27;BA;Sim;nps_ecommerce_2026-06.csv
202606-00369;2026-06-15;2026-06;C24476;8;site;Android;Beleza;34.28;PR;Sim;nps_ecommerce_2026-06.csv
202606-00370;2026-06-15;2026-06;C32138;6;app;Desktop;Moda;438.59;SP;Nao;nps_ecommerce_2026-06.csv
202606-00388;2026-06-15;2026-06;C23580;8;site;Android;Casa E Decoração;155.13;RJ;Nao;nps_ecommerce_2026-06.csv
202606-00407;2026-06-15;2026-06;C31875;7;marketplace;iOS;Esporte;182.09;PE;Nao;nps_ecommerce_2026-06.csv
202606-00411;2026-06-15;2026-06;C30075;6;site;Android;Livros;156.93;SP;Sim;nps_ecommerce_2026-06.csv
202606-00416;2026-06-15;2026-06;C39399;7;app;iOS;Livros;29.6;PE;Sim;nps_ecommerce_2026-06.csv
202606-00419;2026-06-15;2026-06;C18493;10;app;Android;Eletrônicos;81.27;DF;Nao;nps_ecommerce_2026-06.csv
202606-00426;2026-06-15;2026-06;C12538;6;app;iOS;Mercado;286.52;CE;Nao;nps_ecommerce_2026-06.csv
202606-00438;2026-06-15;2026-06;C23624;5;app;Android;Casa E Decoração;366.66;PR;Nao;nps_ecommerce_2026-06.csv
202606-00463;2026-06-15;2026-06;C14182;7;app;Desktop;Moda;44.18;RS;Nao;nps_ecommerce_2026-06.csv
202606-00471;2026-06-15;2026-06;C15954;8;app;Desktop;Esporte;175.04;DF;Sim;nps_ecommerce_2026-06.csv
202606-00527;2026-06-15;2026-06;C33177;9;site;Android;Eletrônicos;31.4;DF;Sim;nps_ecommerce_2026-06.csv
202606-00534;2026-06-15;2026-06;C24272;8;site;Android;Moda;52.81;CE;Sim;nps_ecommerce_2026-06.csv
202606-00541;2026-06-15;2026-06;C17990;7;site;iOS;Livros;89.0;DF;Sim;nps_ecommerce_2026-06.csv
202606-00574;2026-06-15;2026-06;C18877;7;site;iOS;Beleza;164.65;PE;Sim;nps_ecommerce_2026-06.csv
202606-00602;2026-06-15;2026-06;C21164;8;app;Android;Beleza;57.54;SP;Sim;nps_ecommerce_2026-06.csv
202606-00620;2026-06-15;2026-06;C39769;5;app;iOS;Beleza;132.55;RJ;Nao;nps_ecommerce_2026-06.csv
202606-00621;2026-06-15;2026-06;C19743;2;app;Android;Casa E Decoração;177.98;SP;Sim;nps_ecommerce_2026-06.csv
202606-00657;2026-06-15;2026-06;C14074;9;app;Android;Livros;49.47;SP;Sim;nps_ecommerce_2026-06.csv
202606-00658;2026-06-15;2026-06;C32566;6;app;iOS;Beleza;50.47;RS;Nao;nps_ecommerce_2026-06.csv
202606-00678;2026-06-15;2026-06;C19114;6;site;iOS;Mercado;124.45;MG;Sim;nps_ecommerce_2026-06.csv
202606-00700;2026-06-15;2026-06;C23541;5;app;iOS;Moda;28.22;RS;Sim;nps_ecommerce_2026-06.csv
202606-00705;2026-06-15;2026-06;C34903;7;marketplace;Android;Esporte;23.36;CE;Nao;nps_ecommerce_2026-06.csv
202606-00709;2026-06-15;2026-06;C38863;6;marketplace;Android;Livros;34.29;PE;Nao;nps_ecommerce_2026-06.csv
202606-00720;2026-06-15;2026-06;C13849;2;site;iOS;Esporte;504.73;SP;Sim;nps_ecommerce_2026-06.csv
202606-00746;2026-06-15;2026-06;C27648;7;app;Desktop;Eletrônicos;91.29;BA;Sim;nps_ecommerce_2026-06.csv
202606-00769;2026-06-15;2026-06;C13267;8;app;Desktop;Moda;38.57;BA;Nao;nps_ecommerce_2026-06.csv
202606-00771;2026-06-15;2026-06;C10502;8;site;Android;Esporte;44.46;SP;Nao;nps_ecommerce_2026-06.csv
202606-00796;2026-06-15;2026-06;C15451;5;site;iOS;Casa E Decoração;41.91;PR;Sim;nps_ecommerce_2026-06.csv
202606-00814;2026-06-15;2026-06;C30902;8;app;Android;Livros;695.48;PE;Sim;nps_ecommerce_2026-06.csv
202606-00119;2026-06-16;2026-06;C10638;10;app;Desktop;Casa E Decoração;36.81;SP;Sim;nps_ecommerce_2026-06.csv
202606-00127;2026-06-16;2026-06;C36739;8;site;Android;Casa E Decoração;116.62;BA;Nao;nps_ecommerce_2026-06.csv
202606-00162;2026-06-16;2026-06;C17962;10;site;Android;Moda;128.55;PE;Nao;nps_ecommerce_2026-06.csv
202606-00192;2026-06-16;2026-06;C25773;9;site;Android;Eletrônicos;214.94;RS;Nao;nps_ecommerce_2026-06.csv
202606-00204;2026-06-16;2026-06;C15072;7;app;Android;Beleza;27.36;PE;Sim;nps_ecommerce_2026-06.csv
202606-00264;2026-06-16;2026-06;C18228;7;site;iOS;Moda;20.5;RJ;Sim;nps_ecommerce_2026-06.csv
202606-00372;2026-06-16;2026-06;C36009;8;app;iOS;Beleza;40.86;BA;Nao;nps_ecommerce_2026-06.csv
202606-00424;2026-06-16;2026-06;C30537;10;marketplace;iOS;Moda;399.14;SP;Nao;nps_ecommerce_2026-06.csv
202606-00481;2026-06-16;2026-06;C10635;4;app;Android;Beleza;119.19;RS;Nao;nps_ecommerce_2026-06.csv
202606-00492;2026-06-16;2026-06;C31936;8;site;iOS;Livros;56.44;CE;Nao;nps_ecommerce_2026-06.csv
202606-00546;2026-06-16;2026-06;C37884;5;app;Desktop;Livros;57.64;BA;Sim;nps_ecommerce_2026-06.csv
202606-00548;2026-06-16;2026-06;C16950;4;site;Android;Beleza;69.05;BA;Nao;nps_ecommerce_2026-06.csv
202606-00558;2026-06-16;2026-06;C28192;8;app;iOS;Beleza;518.96;CE;Nao;nps_ecommerce_2026-06.csv
202606-00562;2026-06-16;2026-06;C24685;8;site;iOS;Eletrônicos;150.1;MG;Sim;nps_ecommerce_2026-06.csv
202606-00569;2026-06-16;2026-06;C28136;8;site;Desktop;Mercado;45.25;PR;Nao;nps_ecommerce_2026-06.csv
202606-00583;2026-06-16;2026-06;C19060;9;app;iOS;Esporte;29.25;PR;Nao;nps_ecommerce_2026-06.csv
202606-00598;2026-06-16;2026-06;C13361;10;app;iOS;Casa E Decoração;47.29;MG;Sim;nps_ecommerce_2026-06.csv
202606-00601;2026-06-16;2026-06;C25686;8;site;Android;Casa E Decoração;113.99;DF;Nao;nps_ecommerce_2026-06.csv
202606-00605;2026-06-16;2026-06;C13738;8;marketplace;Desktop;Moda;117.09;PR;Sim;nps_ecommerce_2026-06.csv
202606-00636;2026-06-16;2026-06;C19543;10;site;Android;Livros;36.69;SP;Nao;nps_ecommerce_2026-06.csv
202606-00662;2026-06-16;2026-06;C24344;7;site;Android;Mercado;68.99;RS;Nao;nps_ecommerce_2026-06.csv
202606-00704;2026-06-16;2026-06;C30493;7;site;iOS;Casa E Decoração;205.84;CE;Nao;nps_ecommerce_2026-06.csv
202606-00727;2026-06-16;2026-06;C25473;10;app;Android;Esporte;128.47;PE;Sim;nps_ecommerce_2026-06.csv
202606-00747;2026-06-16;2026-06;C21309;9;site;iOS;Moda;66.24;RJ;Nao;nps_ecommerce_2026-06.csv
202606-00764;2026-06-16;2026-06;C11213;5;app;Android;Beleza;119.5;BA;Nao;nps_ecommerce_2026-06.csv
202606-00786;2026-06-16;2026-06;C38586;6;marketplace;Desktop;Moda;29.6;PR;Nao;nps_ecommerce_2026-06.csv
202606-00012;2026-06-17;2026-06;C29726;7;app;Desktop;Esporte;34.08;DF;Nao;nps_ecommerce_2026-06.csv
202606-00084;2026-06-17;2026-06;C26171;9;site;Android;Moda;34.02;RS;Nao;nps_ecommerce_2026-06.csv
202606-00108;2026-06-17;2026-06;C39904;10;site;Android;Beleza;541.47;MG;Nao;nps_ecommerce_2026-06.csv
202606-00112;2026-06-17;2026-06;C29954;6;site;Android;Moda;267.72;CE;Sim;nps_ecommerce_2026-06.csv
202606-00143;2026-06-17;2026-06;C24794;8;app;Desktop;Moda;107.69;BA;Nao;nps_ecommerce_2026-06.csv
202606-00212;2026-06-17;2026-06;C37941;8;marketplace;Android;Eletrônicos;164.42;RS;Nao;nps_ecommerce_2026-06.csv
202606-00213;2026-06-17;2026-06;C15158;6;site;Android;Beleza;32.65;DF;Sim;nps_ecommerce_2026-06.csv
202606-00240;2026-06-17;2026-06;C18690;5;app;iOS;Casa E Decoração;14.97;SP;Sim;nps_ecommerce_2026-06.csv
202606-00335;2026-06-17;2026-06;C13789;10;app;Android;Mercado;287.43;BA;Sim;nps_ecommerce_2026-06.csv
202606-00352;2026-06-17;2026-06;C20134;4;app;Android;Moda;45.22;DF;Nao;nps_ecommerce_2026-06.csv
202606-00402;2026-06-17;2026-06;C25222;6;app;Android;Esporte;35.56;DF;Sim;nps_ecommerce_2026-06.csv
202606-00408;2026-06-17;2026-06;C28314;7;app;Android;Mercado;146.14;RS;Nao;nps_ecommerce_2026-06.csv
202606-00520;2026-06-17;2026-06;C31218;7;app;iOS;Moda;127.51;RJ;Nao;nps_ecommerce_2026-06.csv
202606-00530;2026-06-17;2026-06;C31314;8;app;Desktop;Moda;70.49;MG;Sim;nps_ecommerce_2026-06.csv
202606-00555;2026-06-17;2026-06;C16260;6;app;Android;Casa E Decoração;240.56;PR;Nao;nps_ecommerce_2026-06.csv
202606-00570;2026-06-17;2026-06;C21264;3;site;iOS;Beleza;52.68;PR;Nao;nps_ecommerce_2026-06.csv
202606-00619;2026-06-17;2026-06;C22464;8;app;iOS;Esporte;345.16;DF;Nao;nps_ecommerce_2026-06.csv
202606-00661;2026-06-17;2026-06;C27694;6;site;Desktop;Eletrônicos;169.48;SP;Nao;nps_ecommerce_2026-06.csv
202606-00677;2026-06-17;2026-06;C31348;6;marketplace;iOS;Esporte;235.14;SP;Sim;nps_ecommerce_2026-06.csv
202606-00697;2026-06-17;2026-06;C37031;4;app;iOS;Beleza;438.87;MG;Sim;nps_ecommerce_2026-06.csv
202606-00702;2026-06-17;2026-06;C21854;6;app;iOS;Moda;92.38;CE;Sim;nps_ecommerce_2026-06.csv
202606-00732;2026-06-17;2026-06;C34454;10;app;Android;Eletrônicos;37.49;SP;Sim;nps_ecommerce_2026-06.csv
202606-00739;2026-06-17;2026-06;C18754;9;app;Android;Livros;19.06;DF;Sim;nps_ecommerce_2026-06.csv
202606-00770;2026-06-17;2026-06;C39833;8;app;Android;Mercado;14.97;CE;Sim;nps_ecommerce_2026-06.csv
202606-00804;2026-06-17;2026-06;C23502;8;marketplace;Desktop;Beleza;115.29;RJ;Nao;nps_ecommerce_2026-06.csv
202606-00016;2026-06-18;2026-06;C23746;8;site;Desktop;Mercado;134.43;CE;Sim;nps_ecommerce_2026-06.csv
202606-00078;2026-06-18;2026-06;C27661;7;app;Desktop;Livros;20.54;CE;Nao;nps_ecommerce_2026-06.csv
202606-00129;2026-06-18;2026-06;C35094;8;site;Android;Livros;125.91;RJ;Nao;nps_ecommerce_2026-06.csv
202606-00132;2026-06-18;2026-06;C15410;6;site;iOS;Eletrônicos;28.2;PR;Nao;nps_ecommerce_2026-06.csv
202606-00178;2026-06-18;2026-06;C24700;8;site;Android;Mercado;229.83;PR;Nao;nps_ecommerce_2026-06.csv
202606-00185;2026-06-18;2026-06;C13208;8;app;Desktop;Esporte;264.01;RS;Sim;nps_ecommerce_2026-06.csv
202606-00187;2026-06-18;2026-06;C37394;5;site;iOS;Mercado;60.94;BA;Sim;nps_ecommerce_2026-06.csv
202606-00208;2026-06-18;2026-06;C11997;10;app;Android;Moda;128.8;MG;Sim;nps_ecommerce_2026-06.csv
202606-00239;2026-06-18;2026-06;C16984;9;site;Desktop;Moda;59.52;SP;Sim;nps_ecommerce_2026-06.csv
202606-00257;2026-06-18;2026-06;C15093;6;app;Desktop;Livros;132.04;RJ;Nao;nps_ecommerce_2026-06.csv
202606-00276;2026-06-18;2026-06;C10316;9;app;Android;Eletrônicos;139.18;SP;Sim;nps_ecommerce_2026-06.csv
202606-00280;2026-06-18;2026-06;C11180;7;app;iOS;Moda;29.5;PE;Sim;nps_ecommerce_2026-06.csv
202606-00342;2026-06-18;2026-06;C32506;9;app;Android;Livros;152.34;PE;Nao;nps_ecommerce_2026-06.csv
202606-00356;2026-06-18;2026-06;C14170;8;app;Nao informado;Esporte;16.47;SP;Nao;nps_ecommerce_2026-06.csv
202606-00363;2026-06-18;2026-06;C37319;10;app;Android;Esporte;14.97;PR;Nao;nps_ecommerce_2026-06.csv
202606-00453;2026-06-18;2026-06;C36210;9;app;Android;Casa E Decoração;48.67;CE;Nao;nps_ecommerce_2026-06.csv
202606-00554;2026-06-18;2026-06;C10332;6;site;iOS;Casa E Decoração;115.29;RS;Nao;nps_ecommerce_2026-06.csv
202606-00572;2026-06-18;2026-06;C20839;9;app;iOS;Moda;178.93;PR;Sim;nps_ecommerce_2026-06.csv
202606-00592;2026-06-18;2026-06;C14147;4;site;iOS;Mercado;252.01;CE;Sim;nps_ecommerce_2026-06.csv
202606-00632;2026-06-18;2026-06;C12459;6;app;iOS;Casa E Decoração;77.43;MG;Nao;nps_ecommerce_2026-06.csv
202606-00648;2026-06-18;2026-06;C17366;6;site;Desktop;Esporte;463.14;CE;Sim;nps_ecommerce_2026-06.csv
202606-00729;2026-06-18;2026-06;C14739;3;site;Android;Moda;142.79;MG;Nao;nps_ecommerce_2026-06.csv
202606-00787;2026-06-18;2026-06;C11176;10;app;Android;Mercado;34.36;PE;Sim;nps_ecommerce_2026-06.csv
202606-00018;2026-06-19;2026-06;C19115;6;marketplace;Android;Beleza;80.97;MG;Nao;nps_ecommerce_2026-06.csv
202606-00080;2026-06-19;2026-06;C24038;6;site;iOS;Casa E Decoração;95.12;SP;Sim;nps_ecommerce_2026-06.csv
202606-00125;2026-06-19;2026-06;C12580;7;app;iOS;Beleza;120.91;DF;Sim;nps_ecommerce_2026-06.csv
202606-00147;2026-06-19;2026-06;C28150;7;app;Nao informado;Esporte;242.51;BA;Sim;nps_ecommerce_2026-06.csv
202606-00161;2026-06-19;2026-06;C28881;5;site;iOS;Eletrônicos;91.78;PR;Nao;nps_ecommerce_2026-06.csv
202606-00207;2026-06-19;2026-06;C34108;9;site;iOS;Esporte;197.99;PE;Nao;nps_ecommerce_2026-06.csv
202606-00211;2026-06-19;2026-06;C25623;5;site;iOS;Casa E Decoração;98.25;DF;Nao;nps_ecommerce_2026-06.csv
202606-00221;2026-06-19;2026-06;C18067;6;app;iOS;Esporte;450.56;MG;Sim;nps_ecommerce_2026-06.csv
202606-00222;2026-06-19;2026-06;C29481;10;app;iOS;Esporte;145.81;PE;Nao;nps_ecommerce_2026-06.csv
202606-00226;2026-06-19;2026-06;C27130;6;app;Android;Beleza;87.18;SP;Nao;nps_ecommerce_2026-06.csv
202606-00282;2026-06-19;2026-06;C28105;4;app;iOS;Eletrônicos;186.6;SP;Nao;nps_ecommerce_2026-06.csv
202606-00329;2026-06-19;2026-06;C18698;8;app;Android;Eletrônicos;253.27;CE;Sim;nps_ecommerce_2026-06.csv
202606-00337;2026-06-19;2026-06;C16228;8;site;iOS;Livros;19.77;PE;Sim;nps_ecommerce_2026-06.csv
202606-00367;2026-06-19;2026-06;C29879;4;site;Android;Beleza;134.19;PE;Nao;nps_ecommerce_2026-06.csv
202606-00390;2026-06-19;2026-06;C16371;4;app;iOS;Moda;172.3;MG;Nao;nps_ecommerce_2026-06.csv
202606-00467;2026-06-19;2026-06;C31725;7;app;Android;Casa E Decoração;136.98;SP;Nao;nps_ecommerce_2026-06.csv
202606-00504;2026-06-19;2026-06;C32195;6;app;Android;Eletrônicos;348.86;RJ;Nao;nps_ecommerce_2026-06.csv
202606-00508;2026-06-19;2026-06;C32630;6;site;iOS;Eletrônicos;310.01;BA;Sim;nps_ecommerce_2026-06.csv
202606-00536;2026-06-19;2026-06;C18794;6;marketplace;Desktop;Mercado;133.57;BA;Nao;nps_ecommerce_2026-06.csv
202606-00543;2026-06-19;2026-06;C29999;6;site;Desktop;Casa E Decoração;150.01;CE;Sim;nps_ecommerce_2026-06.csv
202606-00568;2026-06-19;2026-06;C22092;9;app;Android;Eletrônicos;259.31;PR;Nao;nps_ecommerce_2026-06.csv
202606-00600;2026-06-19;2026-06;C19317;8;app;Desktop;Mercado;347.67;RJ;Nao;nps_ecommerce_2026-06.csv
202606-00612;2026-06-19;2026-06;C19956;10;app;Desktop;Beleza;56.86;CE;Nao;nps_ecommerce_2026-06.csv
202606-00624;2026-06-19;2026-06;C30349;10;site;iOS;Casa E Decoração;225.61;PE;Sim;nps_ecommerce_2026-06.csv
202606-00656;2026-06-19;2026-06;C19457;4;site;Desktop;Beleza;209.79;SP;Sim;nps_ecommerce_2026-06.csv
202606-00671;2026-06-19;2026-06;C10679;8;site;Android;Esporte;266.92;PE;Sim;nps_ecommerce_2026-06.csv
202606-00674;2026-06-19;2026-06;C11318;6;app;Android;Mercado;170.27;SP;Sim;nps_ecommerce_2026-06.csv
202606-00743;2026-06-19;2026-06;C29002;10;marketplace;Android;Casa E Decoração;198.09;BA;Sim;nps_ecommerce_2026-06.csv
202606-00754;2026-06-19;2026-06;C22549;6;site;iOS;Casa E Decoração;90.8;MG;Nao;nps_ecommerce_2026-06.csv
202606-00766;2026-06-19;2026-06;C20878;6;marketplace;Android;Moda;29.47;PR;Nao;nps_ecommerce_2026-06.csv
202606-00805;2026-06-19;2026-06;C32341;5;app;Android;Moda;73.3;PE;Nao;nps_ecommerce_2026-06.csv
202606-00054;2026-06-20;2026-06;C30806;7;app;Nao informado;Livros;60.4;CE;Nao;nps_ecommerce_2026-06.csv
202606-00118;2026-06-20;2026-06;C20621;7;app;iOS;Eletrônicos;110.05;SP;Sim;nps_ecommerce_2026-06.csv
202606-00217;2026-06-20;2026-06;C12226;5;site;Nao informado;Beleza;452.64;PR;Nao;nps_ecommerce_2026-06.csv
202606-00237;2026-06-20;2026-06;C28448;10;site;iOS;Esporte;235.04;RJ;Sim;nps_ecommerce_2026-06.csv
202606-00248;2026-06-20;2026-06;C36447;6;app;iOS;Moda;41.71;PR;Nao;nps_ecommerce_2026-06.csv
202606-00259;2026-06-20;2026-06;C16901;7;app;Android;Casa E Decoração;82.85;DF;Sim;nps_ecommerce_2026-06.csv
202606-00331;2026-06-20;2026-06;C24239;8;app;iOS;Moda;21.98;PR;Nao;nps_ecommerce_2026-06.csv
202606-00348;2026-06-20;2026-06;C20286;9;site;iOS;Moda;119.16;PE;Sim;nps_ecommerce_2026-06.csv
202606-00361;2026-06-20;2026-06;C28648;2;app;Desktop;Livros;55.31;CE;Sim;nps_ecommerce_2026-06.csv
202606-00378;2026-06-20;2026-06;C20983;9;marketplace;Desktop;Eletrônicos;446.08;BA;Sim;nps_ecommerce_2026-06.csv
202606-00386;2026-06-20;2026-06;C37844;8;marketplace;Android;Casa E Decoração;151.58;DF;Nao;nps_ecommerce_2026-06.csv
202606-00409;2026-06-20;2026-06;C20397;8;marketplace;iOS;Eletrônicos;37.44;DF;Nao;nps_ecommerce_2026-06.csv
202606-00454;2026-06-20;2026-06;C39419;6;app;Desktop;Mercado;94.44;CE;Nao;nps_ecommerce_2026-06.csv
202606-00464;2026-06-20;2026-06;C27502;6;site;Desktop;Casa E Decoração;392.5;BA;Nao;nps_ecommerce_2026-06.csv
202606-00490;2026-06-20;2026-06;C14993;7;app;iOS;Esporte;20.04;PE;Sim;nps_ecommerce_2026-06.csv
202606-00498;2026-06-20;2026-06;C34508;5;app;iOS;Livros;211.7;CE;Sim;nps_ecommerce_2026-06.csv
202606-00552;2026-06-20;2026-06;C32976;5;site;iOS;Livros;71.37;DF;Sim;nps_ecommerce_2026-06.csv
202606-00586;2026-06-20;2026-06;C19273;5;site;Android;Mercado;418.51;CE;Sim;nps_ecommerce_2026-06.csv
202606-00616;2026-06-20;2026-06;C29533;10;marketplace;Desktop;Mercado;433.3;PE;Sim;nps_ecommerce_2026-06.csv
202606-00703;2026-06-20;2026-06;C34787;10;marketplace;iOS;Livros;421.51;PE;Nao;nps_ecommerce_2026-06.csv
202606-00788;2026-06-20;2026-06;C12242;5;app;Android;Beleza;259.1;DF;Sim;nps_ecommerce_2026-06.csv
202606-00810;2026-06-20;2026-06;C32384;8;app;Desktop;Eletrônicos;146.64;PE;Nao;nps_ecommerce_2026-06.csv
202606-00001;2026-06-21;2026-06;C13648;10;site;Android;Eletrônicos;81.0;SP;Nao;nps_ecommerce_2026-06.csv
202606-00015;2026-06-21;2026-06;C32981;5;marketplace;Android;Livros;227.93;DF;Sim;nps_ecommerce_2026-06.csv
202606-00036;2026-06-21;2026-06;C30267;10;app;iOS;Eletrônicos;141.45;RS;Nao;nps_ecommerce_2026-06.csv
202606-00047;2026-06-21;2026-06;C37332;5;app;iOS;Eletrônicos;79.67;CE;Nao;nps_ecommerce_2026-06.csv
202606-00053;2026-06-21;2026-06;C12339;10;site;iOS;Livros;47.42;DF;Nao;nps_ecommerce_2026-06.csv
202606-00072;2026-06-21;2026-06;C26358;7;app;Desktop;Casa E Decoração;338.21;SP;Nao;nps_ecommerce_2026-06.csv
202606-00088;2026-06-21;2026-06;C15242;7;app;Android;Beleza;42.32;PE;Sim;nps_ecommerce_2026-06.csv
202606-00110;2026-06-21;2026-06;C19779;5;site;iOS;Esporte;192.17;MG;Nao;nps_ecommerce_2026-06.csv
202606-00141;2026-06-21;2026-06;C22236;8;app;Android;Moda;122.13;CE;Nao;nps_ecommerce_2026-06.csv
202606-00151;2026-06-21;2026-06;C11929;9;site;Android;Moda;60.84;PE;Nao;nps_ecommerce_2026-06.csv
202606-00172;2026-06-21;2026-06;C13224;8;app;Android;Livros;505.74;CE;Sim;nps_ecommerce_2026-06.csv
202606-00249;2026-06-21;2026-06;C27332;3;app;Android;Mercado;245.09;RJ;Sim;nps_ecommerce_2026-06.csv
202606-00262;2026-06-21;2026-06;C37948;5;app;Android;Mercado;179.22;BA;Sim;nps_ecommerce_2026-06.csv
202606-00272;2026-06-21;2026-06;C18583;10;app;Desktop;Livros;87.56;MG;Sim;nps_ecommerce_2026-06.csv
202606-00323;2026-06-21;2026-06;C26692;7;marketplace;Android;Esporte;37.48;RJ;Sim;nps_ecommerce_2026-06.csv
